"Entity","Business Entities","Products","Data Flow","Scan Findings","Data Element","Sensitivity","Language","File Path","Field Name","Location","Source URL","Database Name","Database Instance Name","Table and Column Name","Operation Type","Operation","API Endpoint","API Field Names","Confidence"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/addresses.csv.gz","Name","","REST API","","","","","denisolt-test-bucket","","a/b/addresses.csv.gz.first name","","","","first name","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/addresses.csv.gz","Physical Address","","REST API","","","","","denisolt-test-bucket","","a/b/addresses.csv.gz.zip code","","","","zip code","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/addresses.csv.gz","Physical Address","","REST API","","","","","denisolt-test-bucket","","a/b/addresses.csv.gz.city","","","","city","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/biostats.csv","Sexual Data","High","REST API","","","","","denisolt-test-bucket","","a/b/biostats.csv.""Sex""","","","","""Sex""","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.yaml","Telephone Number","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.yaml]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.docx","Email Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.docx]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.docx","Physical Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.docx]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.md","Email Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.md]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.md","Email Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.md]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.md","Physical Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.md]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.rtf","Age","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.rtf]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.pdf","Location","Medium","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pdf]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.pdf","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pdf]","content","Possible"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.pdf","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pdf]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.pptx","Age","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.pptx","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.pptx","Physical Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.pptx","Physical Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.pptx","Weight","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample_pii_file.txt","Date of Birth","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample_pii_file.txt","Email Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample_pii_file.txt","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample_pii_file.txt","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Possible"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample_pii_file.txt","Payment Card","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample_pii_file.txt","Payment Card","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Email Address","","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.email","","","","email","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Email Address","","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.email","","","","email","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Health Data","High","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.Family Medical History","","","","Family Medical History","Possible"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Location","Medium","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.name","","","","name","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Medical History","High","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.Medical History","","","","Medical History","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Medical History","High","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.Family Medical History","","","","Family Medical History","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Name","","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.email","","","","email","Possible"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Name","","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.name","","","","name","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Payment Card","","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.credit_card_number","","","","credit_card_number","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Payment Card","","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.credit_card_number","","","","credit_card_number","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-4-json/","Payment Card","","REST API","","","","","denisolt-test-bucket","","dataset-4-json/.credit_card_number","","","","credit_card_number","Possible"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-1-parquet/","Date of Birth","","REST API","","","","","denisolt-test-bucket","","dataset-1-parquet/.dob","","","","dob","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-1-parquet/","Email Address","","REST API","","","","","denisolt-test-bucket","","dataset-1-parquet/.email","","","","email","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-1-parquet/","Email Address","","REST API","","","","","denisolt-test-bucket","","dataset-1-parquet/.email","","","","email","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/dataset-1-parquet/","Name","","REST API","","","","","denisolt-test-bucket","","dataset-1-parquet/.name","","","","name","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/main.log","Credentials","Medium","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/main.log]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/main.log","Email Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/main.log]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/main.log","Telephone Number","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/main.log]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Date of Birth","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Email Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Possible"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Payment Card","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Payment Card","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Possible"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Payment Card","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Physical Address","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/mlb_players.csv.gz","Age","","REST API","","","","","denisolt-test-bucket","","a/b/mlb_players.csv.gz.""Age""","","","","""Age""","Very Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/mlb_players.csv.gz","Name","","REST API","","","","","denisolt-test-bucket","","a/b/mlb_players.csv.gz.Name","","","","Name","Likely"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.text","Driver ID","High","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.text]","content","Possible"
"Amazon S3","","","","28_03_25 S3 Invent Connection No Filter: denisolt-test-bucket/a/b/sample.text","Driver ID","High","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.text]","content","Likely"
